dataset_id,territory_id,epiyear,epiweek,alert
3,2,2015,32,1
3,2,2015,33,2
3,2,2015,34,1
3,2,2015,35,1
3,2,2015,36,1
3,2,2015,37,1
3,2,2015,38,1
3,2,2015,39,1
3,2,2015,40,1
3,2,2015,41,1
3,2,2015,42,1
3,2,2015,43,1
3,2,2015,44,1
3,2,2015,45,1
3,2,2015,46,1
3,2,2015,47,1
3,2,2015,48,1
3,2,2015,49,1
3,2,2015,50,1
3,2,2015,51,1
3,2,2015,52,1
1,3,2016,1,1
1,3,2016,2,1
1,3,2016,3,1
1,3,2016,4,1
1,3,2016,5,1
1,3,2016,6,1
1,3,2016,7,1
1,3,2016,8,1
1,3,2016,9,2
1,3,2016,10,2
1,3,2016,11,3
1,3,2016,12,4
1,3,2016,13,4
1,3,2016,14,4
1,3,2016,15,4
1,3,2016,16,4
1,3,2016,17,4
1,3,2016,18,4
1,3,2016,19,4
1,3,2016,20,4
1,3,2016,21,3
1,3,2016,22,3
1,3,2016,23,2
1,3,2016,24,3
1,3,2016,25,3
1,3,2016,26,2
1,3,2016,27,2
1,3,2016,28,2
1,3,2016,29,2
1,3,2016,30,2
1,3,2016,31,1
1,3,2016,32,2
1,3,2016,33,1
1,3,2016,34,1
1,3,2016,35,1
1,3,2016,36,1
1,3,2016,37,1
1,3,2016,38,1
1,3,2016,39,1
1,3,2016,40,1
1,3,2016,41,1
1,3,2016,42,1
1,3,2016,43,1
1,3,2016,44,1
1,3,2016,45,1
1,3,2016,46,1
1,3,2016,47,1
1,3,2016,48,1
1,3,2016,49,1
1,3,2016,50,1
1,3,2016,51,1
1,3,2016,52,1
2,3,2016,1,1
2,3,2016,2,1
2,3,2016,3,1
2,3,2016,4,2
2,3,2016,5,2
2,3,2016,6,2
2,3,2016,7,3
2,3,2016,8,4
2,3,2016,9,4
2,3,2016,10,4
2,3,2016,11,4
2,3,2016,12,4
2,3,2016,13,4
2,3,2016,14,4
2,3,2016,15,4
2,3,2016,16,4
2,3,2016,17,4
2,3,2016,18,4
2,3,2016,19,4
2,3,2016,20,4
2,3,2016,21,4
2,3,2016,22,4
2,3,2016,23,4
2,3,2016,24,4
2,3,2016,25,3
2,3,2016,26,3
2,3,2016,27,3
2,3,2016,28,2
2,3,2016,29,2
2,3,2016,30,2
2,3,2016,31,1
2,3,2016,32,2
2,3,2016,33,2
2,3,2016,34,2
2,3,2016,35,2
2,3,2016,36,1
2,3,2016,37,1
2,3,2016,38,1
2,3,2016,39,1
2,3,2016,40,2
2,3,2016,41,2
2,3,2016,42,2
2,3,2016,43,1
2,3,2016,44,1
2,3,2016,45,1
2,3,2016,46,2
2,3,2016,47,1
2,3,2016,48,1
2,3,2016,49,1
2,3,2016,50,2
2,3,2016,51,1
2,3,2016,52,2
3,3,2016,1,1
3,3,2016,2,1
3,3,2016,3,1
3,3,2016,4,1
3,3,2016,5,2
3,3,2016,6,2
3,3,2016,7,2
3,3,2016,8,3
3,3,2016,9,4
3,3,2016,10,4
3,3,2016,11,4
3,3,2016,12,4
3,3,2016,13,4
3,3,2016,14,4
3,3,2016,15,4
3,3,2016,16,4
3,3,2016,17,4
3,3,2016,18,4
3,3,2016,19,4
3,3,2016,20,4
3,3,2016,21,3
3,3,2016,22,4
3,3,2016,23,4
3,3,2016,24,3
3,3,2016,25,3
3,3,2016,26,2
3,3,2016,27,2
3,3,2016,28,2
3,3,2016,29,2
3,3,2016,30,1
3,3,2016,31,2
3,3,2016,32,1
3,3,2016,33,1
3,3,2016,34,1
3,3,2016,35,1
3,3,2016,36,1
3,3,2016,37,1
3,3,2016,38,1
3,3,2016,39,1
3,3,2016,40,1
3,3,2016,41,1
3,3,2016,42,1
3,3,2016,43,1
3,3,2016,44,1
3,3,2016,45,1
3,3,2016,46,1
3,3,2016,47,1
3,3,2016,48,1
3,3,2016,49,1
3,3,2016,50,1
3,3,2016,51,1
3,3,2016,52,1
1,3,2017,1,1
1,3,2017,2,1
1,3,2017,3,1
1,3,2017,4,1
1,3,2017,5,1
1,3,2017,6,1
1,3,2017,7,1
1,3,2017,8,1
1,3,2017,9,1
1,3,2017,10,1
1,3,2017,11,2
1,3,2017,12,2
1,3,2017,13,2
1,3,2017,14,2
1,3,2017,15,2
1,3,2017,16,2
1,3,2017,17,2
1,3,2017,18,2
1,3,2017,19,2
1,3,2017,20,2
1,3,2017,21,2
1,3,2017,22,2
1,3,2017,23,2
1,3,2017,24,2
1,3,2017,25,2
1,3,2017,26,2
1,3,2017,27,2
1,3,2017,28,2
1,3,2017,29,2
1,3,2017,30,1
1,3,2017,31,1
1,3,2017,32,1
1,3,2017,33,1
1,3,2017,34,1
1,3,2017,35,1
1,3,2017,36,1
1,3,2017,37,1
1,3,2017,38,1
1,3,2017,39,1
1,3,2017,40,1
1,3,2017,41,1
1,3,2017,42,1
1,3,2017,43,1
1,3,2017,44,1
1,3,2017,45,1
1,3,2017,46,1
1,3,2017,47,1
1,3,2017,48,1
1,3,2017,49,1
1,3,2017,50,1
1,3,2017,51,1
1,3,2017,52,1
2,3,2017,1,1
2,3,2017,2,1
2,3,2017,3,1
2,3,2017,4,2
2,3,2017,5,1
2,3,2017,6,2
2,3,2017,7,2
2,3,2017,8,2
2,3,2017,9,2
2,3,2017,10,2
2,3,2017,11,2
2,3,2017,12,2
2,3,2017,13,2
2,3,2017,14,2
2,3,2017,15,3
2,3,2017,16,3
2,3,2017,17,3
2,3,2017,18,4
2,3,2017,19,3
2,3,2017,20,4
2,3,2017,21,3
2,3,2017,22,3
2,3,2017,23,3
2,3,2017,24,2
2,3,2017,25,2
2,3,2017,26,2
2,3,2017,27,3
2,3,2017,28,2
2,3,2017,29,2
2,3,2017,30,2
2,3,2017,31,2
2,3,2017,32,2
2,3,2017,33,2
2,3,2017,34,2
2,3,2017,35,2
2,3,2017,36,2
2,3,2017,37,2
2,3,2017,38,2
2,3,2017,39,2
2,3,2017,40,2
2,3,2017,41,2
2,3,2017,42,2
2,3,2017,43,2
2,3,2017,44,2
2,3,2017,45,2
2,3,2017,46,2
2,3,2017,47,2
2,3,2017,48,2
2,3,2017,49,2
2,3,2017,50,2
2,3,2017,51,1
2,3,2017,52,1
3,3,2017,1,1
3,3,2017,2,1
3,3,2017,3,1
3,3,2017,4,1
3,3,2017,5,1
3,3,2017,6,1
3,3,2017,7,1
3,3,2017,8,1
3,3,2017,9,2
3,3,2017,10,1
3,3,2017,11,1
3,3,2017,12,2
3,3,2017,13,1
3,3,2017,14,1
3,3,2017,15,1
3,3,2017,16,2
3,3,2017,17,2
3,3,2017,18,2
3,3,2017,19,2
3,3,2017,20,2
3,3,2017,21,2
3,3,2017,22,2
3,3,2017,23,1
3,3,2017,24,2
3,3,2017,25,2
3,3,2017,26,2
3,3,2017,27,2
3,3,2017,28,2
3,3,2017,29,2
3,3,2017,30,1
3,3,2017,31,1
3,3,2017,32,2
3,3,2017,33,1
3,3,2017,34,1
3,3,2017,35,1
3,3,2017,36,1
3,3,2017,37,2
3,3,2017,38,2
3,3,2017,39,1
3,3,2017,40,2
3,3,2017,41,2
3,3,2017,42,2
3,3,2017,43,1
3,3,2017,44,1
3,3,2017,45,1
3,3,2017,46,1
3,3,2017,47,1
3,3,2017,48,1
3,3,2017,49,1
3,3,2017,50,1
3,3,2017,51,1
3,3,2017,52,1
1,3,2018,1,1
1,3,2018,2,1
1,3,2018,3,1
1,3,2018,4,1
1,3,2018,5,1
1,3,2018,6,1
1,3,2018,7,1
1,3,2018,8,1
1,3,2018,9,1
1,3,2018,10,1
1,3,2018,11,1
1,3,2018,12,2
1,3,2018,13,2
1,3,2018,14,2
1,3,2018,15,2
1,3,2018,16,2
1,3,2018,17,2
1,3,2018,18,3
1,3,2018,19,3
1,3,2018,20,3
1,3,2018,21,3
1,3,2018,22,3
1,3,2018,23,3
2,3,2018,1,1
2,3,2018,2,1
2,3,2018,3,1
2,3,2018,4,1
2,3,2018,5,1
2,3,2018,6,1
2,3,2018,7,1
2,3,2018,8,1
2,3,2018,9,1
2,3,2018,10,2
2,3,2018,11,2
2,3,2018,12,2
2,3,2018,13,2
2,3,2018,14,2
2,3,2018,15,3
2,3,2018,16,4
2,3,2018,17,4
2,3,2018,18,4
2,3,2018,19,4
2,3,2018,20,4
2,3,2018,21,4
2,3,2018,22,4
2,3,2018,23,4
3,3,2018,1,1
3,3,2018,2,1
3,3,2018,3,1
3,3,2018,4,1
3,3,2018,5,1
3,3,2018,6,1
3,3,2018,7,1
3,3,2018,8,1
3,3,2018,9,1
3,3,2018,10,1
3,3,2018,11,1
3,3,2018,12,1
3,3,2018,13,1
3,3,2018,14,1
3,3,2018,15,2
3,3,2018,16,3
3,3,2018,17,3
3,3,2018,18,3
3,3,2018,19,4
3,3,2018,20,4
3,3,2018,21,3
3,3,2018,22,3
3,3,2018,23,3
1,3,2009,1,1
1,3,2009,2,1
1,3,2009,3,1
1,3,2009,4,1
1,3,2009,5,1
1,3,2009,6,1
1,3,2009,7,1
1,3,2009,8,1
1,3,2009,9,1
1,3,2009,10,1
1,3,2009,11,1
1,3,2009,12,1
1,3,2009,13,1
1,3,2009,14,1
1,3,2009,15,1
1,3,2009,16,1
1,3,2009,17,1
1,3,2009,18,1
1,3,2009,19,1
1,3,2009,20,1
1,3,2009,21,1
1,3,2009,22,1
1,3,2009,23,1
1,3,2009,24,1
1,3,2009,25,2
1,3,2009,26,2
1,3,2009,27,2
1,3,2009,28,4
1,3,2009,29,4
1,3,2009,30,4
1,3,2009,31,4
1,3,2009,32,4
1,3,2009,33,4
1,3,2009,34,4
1,3,2009,35,4
1,3,2009,36,4
1,3,2009,37,4
1,3,2009,38,4
1,3,2009,39,4
1,3,2009,40,3
1,3,2009,41,2
1,3,2009,42,2
1,3,2009,43,2
1,3,2009,44,2
1,3,2009,45,2
1,3,2009,46,2
1,3,2009,47,1
1,3,2009,48,1
1,3,2009,49,1
1,3,2009,50,1
1,3,2009,51,1
1,3,2009,52,1
2,3,2009,1,1
2,3,2009,2,1
2,3,2009,3,1
2,3,2009,4,1
2,3,2009,5,1
2,3,2009,6,1
2,3,2009,7,1
2,3,2009,8,1
2,3,2009,9,1
2,3,2009,10,1
2,3,2009,11,1
2,3,2009,12,1
2,3,2009,13,1
2,3,2009,14,1
2,3,2009,15,1
2,3,2009,16,1
2,3,2009,17,1
2,3,2009,18,1
2,3,2009,19,1
2,3,2009,20,1
2,3,2009,21,1
2,3,2009,22,2
2,3,2009,23,2
2,3,2009,24,3
2,3,2009,25,4
2,3,2009,26,4
2,3,2009,27,4
2,3,2009,28,4
2,3,2009,29,4
2,3,2009,30,4
2,3,2009,31,4
2,3,2009,32,4
2,3,2009,33,4
2,3,2009,34,4
2,3,2009,35,4
2,3,2009,36,4
2,3,2009,37,4
2,3,2009,38,4
2,3,2009,39,4
2,3,2009,40,4
2,3,2009,41,4
2,3,2009,42,4
2,3,2009,43,4
2,3,2009,44,3
2,3,2009,45,3
2,3,2009,46,2
2,3,2009,47,2
2,3,2009,48,2
2,3,2009,49,2
2,3,2009,50,2
2,3,2009,51,1
2,3,2009,52,1
3,3,2009,1,1
3,3,2009,2,1
3,3,2009,3,1
3,3,2009,4,1
3,3,2009,5,1
3,3,2009,6,1
3,3,2009,7,1
3,3,2009,8,1
3,3,2009,9,1
3,3,2009,10,1
3,3,2009,11,1
3,3,2009,12,1
3,3,2009,13,1
3,3,2009,14,1
3,3,2009,15,1
3,3,2009,16,1
3,3,2009,17,1
3,3,2009,18,1
3,3,2009,19,1
3,3,2009,20,1
3,3,2009,21,1
3,3,2009,22,1
3,3,2009,23,1
3,3,2009,24,1
3,3,2009,25,1
3,3,2009,26,3
3,3,2009,27,4
3,3,2009,28,4
3,3,2009,29,4
3,3,2009,30,4
3,3,2009,31,4
3,3,2009,32,4
3,3,2009,33,4
3,3,2009,34,4
3,3,2009,35,4
3,3,2009,36,4
3,3,2009,37,4
3,3,2009,38,4
3,3,2009,39,4
3,3,2009,40,4
3,3,2009,41,2
3,3,2009,42,2
3,3,2009,43,2
3,3,2009,44,1
3,3,2009,45,2
3,3,2009,46,1
3,3,2009,47,1
3,3,2009,48,1
3,3,2009,49,1
3,3,2009,50,1
3,3,2009,51,1
3,3,2009,52,1
1,3,2010,1,1
1,3,2010,2,1
1,3,2010,3,1
1,3,2010,4,1
1,3,2010,5,1
1,3,2010,6,1
1,3,2010,7,1
1,3,2010,8,1
1,3,2010,9,1
1,3,2010,10,2
1,3,2010,11,1
1,3,2010,12,2
1,3,2010,13,2
1,3,2010,14,2
1,3,2010,15,2
1,3,2010,16,2
1,3,2010,17,2
1,3,2010,18,1
1,3,2010,19,1
1,3,2010,20,1
1,3,2010,21,1
1,3,2010,22,1
1,3,2010,23,1
1,3,2010,24,1
1,3,2010,25,1
1,3,2010,26,1
1,3,2010,27,1
1,3,2010,28,1
1,3,2010,29,1
1,3,2010,30,1
1,3,2010,31,1
1,3,2010,32,1
1,3,2010,33,1
1,3,2010,34,1
1,3,2010,35,1
1,3,2010,36,1
1,3,2010,37,1
1,3,2010,38,1
1,3,2010,39,1
1,3,2010,40,1
1,3,2010,41,1
1,3,2010,42,1
1,3,2010,43,1
1,3,2010,44,1
1,3,2010,45,1
1,3,2010,46,1
1,3,2010,47,1
1,3,2010,48,1
1,3,2010,49,1
1,3,2010,50,1
1,3,2010,51,1
1,3,2010,52,1
2,3,2010,1,1
2,3,2010,2,1
2,3,2010,3,1
2,3,2010,4,1
2,3,2010,5,1
2,3,2010,6,1
2,3,2010,7,1
2,3,2010,8,1
2,3,2010,9,1
2,3,2010,10,1
2,3,2010,11,1
2,3,2010,12,1
2,3,2010,13,1
2,3,2010,14,1
2,3,2010,15,1
2,3,2010,16,1
2,3,2010,17,1
2,3,2010,18,1
2,3,2010,19,1
2,3,2010,20,1
2,3,2010,21,1
2,3,2010,22,1
2,3,2010,23,1
2,3,2010,24,1
2,3,2010,25,1
2,3,2010,26,1
2,3,2010,27,1
2,3,2010,28,1
2,3,2010,29,1
2,3,2010,30,1
2,3,2010,31,1
2,3,2010,32,1
2,3,2010,33,1
2,3,2010,34,1
2,3,2010,35,1
2,3,2010,36,1
2,3,2010,37,1
2,3,2010,38,1
2,3,2010,39,1
2,3,2010,40,1
2,3,2010,41,1
2,3,2010,42,1
2,3,2010,43,1
2,3,2010,44,1
2,3,2010,45,1
2,3,2010,46,1
2,3,2010,47,1
2,3,2010,48,1
2,3,2010,49,1
2,3,2010,50,1
2,3,2010,51,1
2,3,2010,52,1
3,3,2010,1,1
3,3,2010,2,1
3,3,2010,3,1
3,3,2010,4,1
3,3,2010,5,1
3,3,2010,6,1
3,3,2010,7,1
3,3,2010,8,1
3,3,2010,9,1
3,3,2010,10,1
3,3,2010,11,1
3,3,2010,12,1
3,3,2010,13,1
3,3,2010,14,1
3,3,2010,15,1
3,3,2010,16,1
3,3,2010,17,1
3,3,2010,18,1
3,3,2010,19,1
3,3,2010,20,1
3,3,2010,21,1
3,3,2010,22,1
3,3,2010,23,1
3,3,2010,24,1
3,3,2010,25,1
3,3,2010,26,1
3,3,2010,27,1
3,3,2010,28,1
3,3,2010,29,1
3,3,2010,30,1
3,3,2010,31,1
3,3,2010,32,1
3,3,2010,33,1
3,3,2010,34,1
3,3,2010,35,1
3,3,2010,36,1
3,3,2010,37,1
3,3,2010,38,1
3,3,2010,39,1
3,3,2010,40,1
3,3,2010,41,1
3,3,2010,42,1
3,3,2010,43,1
3,3,2010,44,1
3,3,2010,45,1
3,3,2010,46,1
3,3,2010,47,1
3,3,2010,48,1
3,3,2010,49,1
3,3,2010,50,1
3,3,2010,51,1
3,3,2010,52,1
1,3,2011,1,1
1,3,2011,2,1
1,3,2011,3,1
1,3,2011,4,1
1,3,2011,5,1
1,3,2011,6,1
1,3,2011,7,1
1,3,2011,8,1
1,3,2011,9,1
1,3,2011,10,1
1,3,2011,11,1
1,3,2011,12,1
1,3,2011,13,1
1,3,2011,14,1
1,3,2011,15,1
1,3,2011,16,1
1,3,2011,17,1
1,3,2011,18,1
1,3,2011,19,1
1,3,2011,20,1
1,3,2011,21,1
1,3,2011,22,1
1,3,2011,23,1
1,3,2011,24,1
1,3,2011,25,1
1,3,2011,26,1
1,3,2011,27,1
1,3,2011,28,1
1,3,2011,29,1
1,3,2011,30,1
1,3,2011,31,1
1,3,2011,32,1
1,3,2011,33,1
1,3,2011,34,1
1,3,2011,35,1
1,3,2011,36,1
1,3,2011,37,1
1,3,2011,38,1
1,3,2011,39,1
1,3,2011,40,1
1,3,2011,41,1
1,3,2011,42,1
1,3,2011,43,1
1,3,2011,44,1
1,3,2011,45,1
1,3,2011,46,1
1,3,2011,47,1
1,3,2011,48,1
1,3,2011,49,1
1,3,2011,50,1
1,3,2011,51,1
1,3,2011,52,1
2,3,2011,1,1
2,3,2011,2,1
2,3,2011,3,1
2,3,2011,4,1
2,3,2011,5,1
2,3,2011,6,1
2,3,2011,7,1
2,3,2011,8,1
2,3,2011,9,1
2,3,2011,10,1
2,3,2011,11,1
2,3,2011,12,1
2,3,2011,13,1
2,3,2011,14,1
2,3,2011,15,1
2,3,2011,16,1
2,3,2011,17,1
2,3,2011,18,1
2,3,2011,19,1
2,3,2011,20,1
2,3,2011,21,1
2,3,2011,22,1
2,3,2011,23,1
2,3,2011,24,1
2,3,2011,25,1
2,3,2011,26,1
2,3,2011,27,1
2,3,2011,28,1
2,3,2011,29,1
2,3,2011,30,1
2,3,2011,31,1
2,3,2011,32,1
2,3,2011,33,1
2,3,2011,34,1
2,3,2011,35,1
2,3,2011,36,1
2,3,2011,37,1
2,3,2011,38,1
2,3,2011,39,1
2,3,2011,40,1
2,3,2011,41,1
2,3,2011,42,1
2,3,2011,43,1
2,3,2011,44,1
2,3,2011,45,1
2,3,2011,46,1
2,3,2011,47,1
2,3,2011,48,1
2,3,2011,49,1
2,3,2011,50,1
2,3,2011,51,1
2,3,2011,52,1
3,3,2011,1,1
3,3,2011,2,1
3,3,2011,3,1
3,3,2011,4,1
3,3,2011,5,1
3,3,2011,6,1
3,3,2011,7,1
3,3,2011,8,1
3,3,2011,9,1
3,3,2011,10,1
3,3,2011,11,1
3,3,2011,12,1
3,3,2011,13,1
3,3,2011,14,1
3,3,2011,15,1
3,3,2011,16,1
3,3,2011,17,1
3,3,2011,18,1
3,3,2011,19,1
3,3,2011,20,1
3,3,2011,21,1
3,3,2011,22,1
3,3,2011,23,1
3,3,2011,24,1
3,3,2011,25,1
3,3,2011,26,1
3,3,2011,27,1
3,3,2011,28,1
3,3,2011,29,1
3,3,2011,30,1
3,3,2011,31,1
3,3,2011,32,1
3,3,2011,33,1
3,3,2011,34,1
3,3,2011,35,1
3,3,2011,36,1
3,3,2011,37,1
3,3,2011,38,1
3,3,2011,39,1
3,3,2011,40,1
3,3,2011,41,1
3,3,2011,42,1
3,3,2011,43,1
3,3,2011,44,1
3,3,2011,45,1
3,3,2011,46,1
3,3,2011,47,1
3,3,2011,48,1
3,3,2011,49,1
3,3,2011,50,1
3,3,2011,51,1
3,3,2011,52,1
1,3,2012,1,1
1,3,2012,2,1
1,3,2012,3,1
1,3,2012,4,1
1,3,2012,5,1
1,3,2012,6,1
1,3,2012,7,1
1,3,2012,8,1
1,3,2012,9,1
1,3,2012,10,1
1,3,2012,11,1
1,3,2012,12,1
1,3,2012,13,1
1,3,2012,14,1
1,3,2012,15,1
1,3,2012,16,1
1,3,2012,17,1
1,3,2012,18,1
1,3,2012,19,1
1,3,2012,20,1
1,3,2012,21,1
1,3,2012,22,1
1,3,2012,23,1
1,3,2012,24,2
1,3,2012,25,2
1,3,2012,26,2
1,3,2012,27,2
1,3,2012,28,2
1,3,2012,29,2
1,3,2012,30,2
1,3,2012,31,2
1,3,2012,32,2
1,3,2012,33,2
1,3,2012,34,2
1,3,2012,35,2
1,3,2012,36,1
1,3,2012,37,1
1,3,2012,38,1
1,3,2012,39,1
1,3,2012,40,1
1,3,2012,41,1
1,3,2012,42,1
1,3,2012,43,1
1,3,2012,44,1
1,3,2012,45,1
1,3,2012,46,1
1,3,2012,47,1
1,3,2012,48,1
1,3,2012,49,1
1,3,2012,50,1
1,3,2012,51,1
1,3,2012,52,1
2,3,2012,1,1
2,3,2012,2,1
2,3,2012,3,1
2,3,2012,4,1
2,3,2012,5,1
2,3,2012,6,1
2,3,2012,7,1
2,3,2012,8,1
2,3,2012,9,1
2,3,2012,10,1
2,3,2012,11,1
2,3,2012,12,1
2,3,2012,13,1
2,3,2012,14,1
2,3,2012,15,1
2,3,2012,16,1
2,3,2012,17,1
2,3,2012,18,1
2,3,2012,19,1
2,3,2012,20,2
2,3,2012,21,2
2,3,2012,22,2
2,3,2012,23,2
2,3,2012,24,2
2,3,2012,25,4
2,3,2012,26,4
2,3,2012,27,4
2,3,2012,28,4
2,3,2012,29,4
2,3,2012,30,3
2,3,2012,31,3
2,3,2012,32,2
2,3,2012,33,2
2,3,2012,34,2
2,3,2012,35,2
2,3,2012,36,2
2,3,2012,37,2
2,3,2012,38,2
2,3,2012,39,1
2,3,2012,40,1
2,3,2012,41,1
2,3,2012,42,1
2,3,2012,43,1
2,3,2012,44,1
2,3,2012,45,1
2,3,2012,46,1
2,3,2012,47,1
2,3,2012,48,1
2,3,2012,49,1
2,3,2012,50,1
2,3,2012,51,1
2,3,2012,52,1
3,3,2012,1,1
3,3,2012,2,1
3,3,2012,3,1
3,3,2012,4,1
3,3,2012,5,1
3,3,2012,6,1
3,3,2012,7,1
3,3,2012,8,1
3,3,2012,9,1
3,3,2012,10,1
3,3,2012,11,1
3,3,2012,12,1
3,3,2012,13,1
3,3,2012,14,1
3,3,2012,15,1
3,3,2012,16,1
3,3,2012,17,1
3,3,2012,18,1
3,3,2012,19,1
3,3,2012,20,1
3,3,2012,21,2
3,3,2012,22,1
3,3,2012,23,2
3,3,2012,24,2
3,3,2012,25,3
3,3,2012,26,3
3,3,2012,27,3
3,3,2012,28,3
3,3,2012,29,2
3,3,2012,30,2
3,3,2012,31,2
3,3,2012,32,1
3,3,2012,33,1
3,3,2012,34,1
3,3,2012,35,1
3,3,2012,36,1
3,3,2012,37,1
3,3,2012,38,1
3,3,2012,39,1
3,3,2012,40,1
3,3,2012,41,1
3,3,2012,42,1
3,3,2012,43,1
3,3,2012,44,1
3,3,2012,45,1
3,3,2012,46,1
3,3,2012,47,1
3,3,2012,48,1
3,3,2012,49,1
3,3,2012,50,1
3,3,2012,51,1
3,3,2012,52,1
1,3,2013,1,1
1,3,2013,2,1
1,3,2013,3,1
1,3,2013,4,1
1,3,2013,5,1
1,3,2013,6,1
1,3,2013,7,1
1,3,2013,8,1
1,3,2013,9,1
1,3,2013,10,1
1,3,2013,11,1
1,3,2013,12,1
1,3,2013,13,1
1,3,2013,14,2
1,3,2013,15,2
1,3,2013,16,2
1,3,2013,17,2
1,3,2013,18,3
1,3,2013,19,3
1,3,2013,20,3
1,3,2013,21,3
1,3,2013,22,4
1,3,2013,23,4
1,3,2013,24,4
1,3,2013,25,4
1,3,2013,26,3
1,3,2013,27,3
1,3,2013,28,3
1,3,2013,29,3
1,3,2013,30,2
1,3,2013,31,2
1,3,2013,32,2
1,3,2013,33,2
1,3,2013,34,2
1,3,2013,35,2
1,3,2013,36,2
1,3,2013,37,2
1,3,2013,38,2
1,3,2013,39,2
1,3,2013,40,2
1,3,2013,41,2
1,3,2013,42,1
1,3,2013,43,1
1,3,2013,44,1
1,3,2013,45,1
1,3,2013,46,1
1,3,2013,47,1
1,3,2013,48,1
1,3,2013,49,1
1,3,2013,50,1
1,3,2013,51,1
1,3,2013,52,1
2,3,2013,1,1
2,3,2013,2,1
2,3,2013,3,1
2,3,2013,4,1
2,3,2013,5,1
2,3,2013,6,1
2,3,2013,7,1
2,3,2013,8,1
2,3,2013,9,1
2,3,2013,10,1
2,3,2013,11,1
2,3,2013,12,2
2,3,2013,13,2
2,3,2013,14,2
2,3,2013,15,4
2,3,2013,16,4
2,3,2013,17,4
2,3,2013,18,4
2,3,2013,19,4
2,3,2013,20,4
2,3,2013,21,4
2,3,2013,22,4
2,3,2013,23,4
2,3,2013,24,4
2,3,2013,25,4
2,3,2013,26,4
2,3,2013,27,4
2,3,2013,28,4
2,3,2013,29,4
2,3,2013,30,3
2,3,2013,31,3
2,3,2013,32,3
2,3,2013,33,2
2,3,2013,34,2
2,3,2013,35,2
2,3,2013,36,2
2,3,2013,37,2
2,3,2013,38,2
2,3,2013,39,2
2,3,2013,40,2
2,3,2013,41,2
2,3,2013,42,1
2,3,2013,43,1
2,3,2013,44,1
2,3,2013,45,1
2,3,2013,46,1
2,3,2013,47,2
2,3,2013,48,1
2,3,2013,49,1
2,3,2013,50,1
2,3,2013,51,1
2,3,2013,52,1
3,3,2013,1,1
3,3,2013,2,1
3,3,2013,3,1
3,3,2013,4,1
3,3,2013,5,1
3,3,2013,6,1
3,3,2013,7,1
3,3,2013,8,1
3,3,2013,9,1
3,3,2013,10,1
3,3,2013,11,1
3,3,2013,12,2
3,3,2013,13,2
3,3,2013,14,2
3,3,2013,15,3
3,3,2013,16,4
3,3,2013,17,4
3,3,2013,18,4
3,3,2013,19,4
3,3,2013,20,4
3,3,2013,21,4
3,3,2013,22,4
3,3,2013,23,4
3,3,2013,24,4
3,3,2013,25,4
3,3,2013,26,4
3,3,2013,27,4
3,3,2013,28,4
3,3,2013,29,2
3,3,2013,30,3
3,3,2013,31,2
3,3,2013,32,2
3,3,2013,33,2
3,3,2013,34,2
3,3,2013,35,1
3,3,2013,36,2
3,3,2013,37,1
3,3,2013,38,1
3,3,2013,39,2
3,3,2013,40,1
3,3,2013,41,1
3,3,2013,42,1
3,3,2013,43,1
3,3,2013,44,1
3,3,2013,45,1
3,3,2013,46,1
3,3,2013,47,1
3,3,2013,48,1
3,3,2013,49,1
3,3,2013,50,1
3,3,2013,51,1
3,3,2013,52,1
1,3,2014,1,1
1,3,2014,2,1
1,3,2014,3,1
1,3,2014,4,1
1,3,2014,5,1
1,3,2014,6,1
1,3,2014,7,1
1,3,2014,8,1
1,3,2014,9,1
1,3,2014,10,1
1,3,2014,11,1
1,3,2014,12,1
1,3,2014,13,1
1,3,2014,14,2
1,3,2014,15,2
1,3,2014,16,2
1,3,2014,17,2
1,3,2014,18,2
1,3,2014,19,2
1,3,2014,20,2
1,3,2014,21,2
1,3,2014,22,2
1,3,2014,23,2
1,3,2014,24,2
1,3,2014,25,2
1,3,2014,26,1
1,3,2014,27,1
1,3,2014,28,1
1,3,2014,29,1
1,3,2014,30,1
1,3,2014,31,1
1,3,2014,32,1
1,3,2014,33,1
1,3,2014,34,1
1,3,2014,35,1
1,3,2014,36,1
1,3,2014,37,1
1,3,2014,38,1
1,3,2014,39,1
1,3,2014,40,1
1,3,2014,41,1
1,3,2014,42,1
1,3,2014,43,1
1,3,2014,44,1
1,3,2014,45,1
1,3,2014,46,1
1,3,2014,47,1
1,3,2014,48,1
1,3,2014,49,1
1,3,2014,50,1
1,3,2014,51,1
1,3,2014,52,1
2,3,2014,1,1
2,3,2014,2,1
2,3,2014,3,1
2,3,2014,4,1
2,3,2014,5,1
2,3,2014,6,1
2,3,2014,7,1
2,3,2014,8,1
2,3,2014,9,1
2,3,2014,10,1
2,3,2014,11,1
2,3,2014,12,1
2,3,2014,13,2
2,3,2014,14,2
2,3,2014,15,2
2,3,2014,16,2
2,3,2014,17,2
2,3,2014,18,2
2,3,2014,19,2
2,3,2014,20,2
2,3,2014,21,2
2,3,2014,22,2
2,3,2014,23,3
2,3,2014,24,2
2,3,2014,25,2
2,3,2014,26,2
2,3,2014,27,2
2,3,2014,28,1
2,3,2014,29,1
2,3,2014,30,2
2,3,2014,31,1
2,3,2014,32,1
2,3,2014,33,2
2,3,2014,34,2
2,3,2014,35,1
2,3,2014,36,2
